timestamp,altitude,lat,lon,station,wind_speed,wind_direction
2026-09-10T10:00,1500.0,36.215,57.678,Sabzevar,8.8,35.0
2026-09-10T10:00,2000.0,36.215,57.678,Sabzevar,10.7,28.0
2026-09-10T11:00,500.0,36.215,57.678,Sabzevar,11.7,6.0
2026-09-10T11:00,1000.0,36.215,57.678,Sabzevar,12.6,4.0
2026-09-10T11:00,1500.0,36.215,57.678,Sabzevar,13.3,8.0
2026-09-10T11:00,2000.0,36.215,57.678,Sabzevar,13.2,9.0
2026-09-10T12:00,500.0,36.215,57.678,Sabzevar,17.4,1.0
2026-09-10T12:00,1000.0,36.215,57.678,Sabzevar,18.8,360.0
2026-09-10T12:00,1500.0,36.215,57.678,Sabzevar,19.6,3.0
2026-09-10T12:00,2000.0,36.215,57.678,Sabzevar,18.1,5.0
2026-09-10T13:00,500.0,36.215,57.678,Sabzevar,18.2,360.0
2026-09-10T13:00,1000.0,36.215,57.678,Sabzevar,20.5,359.0
2026-09-10T13:00,1500.0,36.215,57.678,Sabzevar,21.9,2.0
2026-09-10T13:00,2000.0,36.215,57.678,Sabzevar,19.2,7.0
2026-09-10T14:00,500.0,36.215,57.678,Sabzevar,18.0,9.0
2026-09-10T14:00,1000.0,36.215,57.678,Sabzevar,21.1,7.0
2026-09-10T14:00,1500.0,36.215,57.678,Sabzevar,24.6,11.0
2026-09-10T14:00,2000.0,36.215,57.678,Sabzevar,20.1,19.0
2026-09-10T15:00,500.0,36.215,57.678,Sabzevar,22.1,4.0
2026-09-10T15:00,1000.0,36.215,57.678,Sabzevar,27.7,3.0
2026-09-10T15:00,1500.0,36.215,57.678,Sabzevar,37.2,11.0
2026-09-10T15:00,2000.0,36.215,57.678,Sabzevar,29.2,31.0
2026-09-10T16:00,500.0,36.215,57.678,Sabzevar,24.2,32.0
2026-09-10T16:00,1000.0,36.215,57.678,Sabzevar,31.5,30.0
2026-09-10T16:00,1500.0,36.215,57.678,Sabzevar,42.8,28.0
2026-09-10T16:00,2000.0,36.215,57.678,Sabzevar,38.2,47.0
2026-09-10T17:00,500.0,36.215,57.678,Sabzevar,19.5,39.0
2026-09-10T17:00,1000.0,36.215,57.678,Sabzevar,26.5,35.0
2026-09-10T17:00,1500.0,36.215,57.678,Sabzevar,36.7,23.0
2026-09-10T17:00,2000.0,36.215,57.678,Sabzevar,32.7,51.0
2026-09-10T18:00,500.0,36.215,57.678,Sabzevar,16.8,23.0
2026-09-10T18:00,1000.0,36.215,57.678,Sabzevar,24.0,19.0
2026-09-10T18:00,1500.0,36.215,57.678,Sabzevar,35.9,15.0
2026-09-10T18:00,2000.0,36.215,57.678,Sabzevar,33.6,60.0
2026-09-10T19:00,500.0,36.215,57.678,Sabzevar,11.0,72.0
2026-09-10T19:00,1000.0,36.215,57.678,Sabzevar,15.9,60.0
2026-09-10T19:00,1500.0,36.215,57.678,Sabzevar,28.5,32.0
2026-09-10T19:00,2000.0,36.215,57.678,Sabzevar,29.8,55.0
2026-09-10T20:00,500.0,36.215,57.678,Sabzevar,11.7,98.0
2026-09-10T20:00,1000.0,36.215,57.678,Sabzevar,18.4,87.0
2026-09-10T20:00,1500.0,36.215,57.678,Sabzevar,26.8,40.0
2026-09-10T20:00,2000.0,36.215,57.678,Sabzevar,24.9,52.0
2026-09-10T21:00,500.0,36.215,57.678,Sabzevar,12.4,94.0
2026-09-10T21:00,1000.0,36.215,57.678,Sabzevar,19.4,83.0
2026-09-10T21:00,1500.0,36.215,57.678,Sabzevar,26.3,51.0
2026-09-10T21:00,2000.0,36.215,57.678,Sabzevar,23.9,57.0
2026-09-10T22:00,500.0,36.215,57.678,Sabzevar,14.6,107.0
2026-09-10T22:00,1000.0,36.215,57.678,Sabzevar,22.4,99.0
2026-09-10T22:00,1500.0,36.215,57.678,Sabzevar,24.3,67.0
2026-09-10T22:00,2000.0,36.215,57.678,Sabzevar,22.0,60.0
2026-09-10T23:00,500.0,36.215,57.678,Sabzevar,16.6,118.0
2026-09-10T23:00,1000.0,36.215,57.678,Sabzevar,26.4,113.0
2026-09-10T23:00,1500.0,36.215,57.678,Sabzevar,22.7,80.0
2026-09-10T23:00,2000.0,36.215,57.678,Sabzevar,21.2,47.0
