timestamp,altitude,lat,lon,station,wind_speed,wind_direction,u,v,u_normalized,v_normalized
2026-08-29 00:00:00,500.0,36.213,57.678,,,,,,,
2026-08-29 00:00:00,500.0,36.213,57.727999999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.213,57.77799999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.213,57.82799999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.213,57.877999999999986,,,,,,,
2026-08-29 00:00:00,500.0,36.213,57.92799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.213,57.97799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.02799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.077999999999975,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.12799999999997,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.17799999999997,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.227999999999966,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.27799999999996,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.32799999999996,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.37799999999996,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.427999999999955,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.47799999999995,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.52799999999995,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.577999999999946,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.62799999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.67799999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.72799999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.777999999999935,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.82799999999993,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.87799999999993,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.927999999999926,,,,,,,
2026-08-29 00:00:00,500.0,36.213,58.97799999999992,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.02799999999992,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.07799999999992,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.127999999999915,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.17799999999991,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.22799999999991,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.277999999999906,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.3279999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.3779999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.4279999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.477999999999895,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.52799999999989,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.57799999999989,,,,,,,
2026-08-29 00:00:00,500.0,36.213,59.627999999999886,,,,,,,
2026-08-29 00:00:00,500.0,36.263,57.678,,,,,,,
2026-08-29 00:00:00,500.0,36.263,57.727999999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.263,57.77799999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.263,57.82799999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.263,57.877999999999986,,,,,,,
2026-08-29 00:00:00,500.0,36.263,57.92799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.263,57.97799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.02799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.077999999999975,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.12799999999997,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.17799999999997,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.227999999999966,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.27799999999996,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.32799999999996,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.37799999999996,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.427999999999955,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.47799999999995,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.52799999999995,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.577999999999946,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.62799999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.67799999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.72799999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.777999999999935,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.82799999999993,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.87799999999993,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.927999999999926,,,,,,,
2026-08-29 00:00:00,500.0,36.263,58.97799999999992,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.02799999999992,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.07799999999992,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.127999999999915,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.17799999999991,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.22799999999991,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.277999999999906,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.3279999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.3779999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.4279999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.477999999999895,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.52799999999989,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.57799999999989,,,,,,,
2026-08-29 00:00:00,500.0,36.263,59.627999999999886,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,57.678,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,57.727999999999994,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,57.77799999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,57.82799999999999,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,57.877999999999986,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,57.92799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,57.97799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,58.02799999999998,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,58.077999999999975,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,58.12799999999997,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,58.17799999999997,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,58.227999999999966,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,58.27799999999996,,,,,,,
2026-08-29 00:00:00,500.0,36.312999999999995,58.32799999999996,,,,,,,
